lpBound,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,benchmark,vpcGenerator,terms,vpcGenerationTime
8400.803450,8402.594358,8402.594358,8427.758628,8469.811692,8461.716759,0.164578,0.210751,390.401898,395.000000,398.000000,400.000000,0,Farkas,256,4.678104
8483.790013,8485.029619,8494.893561,8517.694475,8549.366298,8539.014882,0.172929,0.206371,391.893400,395.000000,398.000000,400.000000,0,Farkas,256,3.190042
8465.655716,8466.730504,8467.407450,8503.060410,8544.313349,8527.047188,0.176310,0.203795,391.508697,395.000000,400.000000,400.000000,0,Farkas,256,3.611846
8439.168744,8440.110341,8440.110341,8478.801379,8522.009125,8496.896373,0.099070,0.118208,391.253584,395.000000,397.000000,400.000000,0,Farkas,256,3.834247
8062.711389,8062.711389,8062.711389,8091.545171,8152.119503,8124.349169,0.195539,0.208005,390.666761,395.000000,398.000000,400.000000,0,Farkas,256,4.414052
8463.259827,8463.886878,8474.817814,8496.790891,8524.108461,8511.297732,0.083650,0.107250,391.881883,395.000000,399.000000,400.000000,0,Farkas,256,3.206494
8435.407603,8436.071006,8436.153174,8469.407608,8501.212675,8487.457693,0.168618,0.199824,391.500585,395.000000,398.000000,400.000000,0,Farkas,256,3.588558
8454.765758,8455.207089,8455.207089,8481.940867,8515.133449,8505.033631,0.077335,0.099558,391.343087,395.000000,397.000000,400.000000,0,Farkas,256,3.739175
8503.121243,8504.995162,8504.995162,8533.282139,8576.725507,8552.816456,0.211336,0.246743,390.535347,395.000000,399.000000,400.000000,0,Farkas,256,4.617450
8487.403349,8487.526446,8499.121933,8522.283267,8577.201136,8543.626841,0.138168,0.156068,390.090749,395.000000,401.000000,400.000000,0,Farkas,256,4.992645
